,id,cumsum,unixtime,country,date
50,265,1,1580169600000,CAMBODIA,2020-01-28
51,318,2,1580169600000,CANADA,2020-01-28
52,377,4537,1580169600000,CHINA,2020-01-28
53,598,3,1580169600000,FRANCE,2020-01-28
54,664,1,1580169600000,GERMANY,2020-01-28
55,975,6,1580169600000,JAPAN,2020-01-28
56,1114,4,1580169600000,MALAYSIA,2020-01-28
57,1217,1,1580169600000,NEPAL,2020-01-28
58,1469,4,1580169600000,REPUBLIC OF KOREA,2020-01-28
59,1637,7,1580169600000,SINGAPORE,2020-01-28
60,1744,1,1580169600000,SRI LANKA,2020-01-28
61,1853,14,1580169600000,THAILAND,2020-01-28
62,2017,5,1580169600000,UNITED STATES OF AMERICA,2020-01-28
63,2066,2,1580169600000,VIET NAM,2020-01-28
64,74,7,1580256000000,AUSTRALIA,2020-01-29
65,266,1,1580256000000,CAMBODIA,2020-01-29
66,319,3,1580256000000,CANADA,2020-01-29
67,378,5997,1580256000000,CHINA,2020-01-29
68,599,4,1580256000000,FRANCE,2020-01-29
69,665,4,1580256000000,GERMANY,2020-01-29
70,976,7,1580256000000,JAPAN,2020-01-29
71,1115,4,1580256000000,MALAYSIA,2020-01-29
72,1218,1,1580256000000,NEPAL,2020-01-29
73,1470,4,1580256000000,REPUBLIC OF KOREA,2020-01-29
74,1638,7,1580256000000,SINGAPORE,2020-01-29
75,1745,1,1580256000000,SRI LANKA,2020-01-29
76,1854,14,1580256000000,THAILAND,2020-01-29
77,1925,4,1580256000000,UNITED ARAB EMIRATES,2020-01-29
78,2018,5,1580256000000,UNITED STATES OF AMERICA,2020-01-29
79,2067,2,1580256000000,VIET NAM,2020-01-29
80,75,7,1580342400000,AUSTRALIA,2020-01-30
81,267,1,1580342400000,CAMBODIA,2020-01-30
82,320,3,1580342400000,CANADA,2020-01-30
83,379,7736,1580342400000,CHINA,2020-01-30
84,552,1,1580342400000,FINLAND,2020-01-30
85,600,5,1580342400000,FRANCE,2020-01-30
86,666,4,1580342400000,GERMANY,2020-01-30
87,763,1,1580342400000,INDIA,2020-01-30
88,977,11,1580342400000,JAPAN,2020-01-30
89,1116,7,1580342400000,MALAYSIA,2020-01-30
90,1219,1,1580342400000,NEPAL,2020-01-30
91,1387,1,1580342400000,PHILIPPINES,2020-01-30
92,1471,4,1580342400000,REPUBLIC OF KOREA,2020-01-30
93,1639,10,1580342400000,SINGAPORE,2020-01-30
94,1746,1,1580342400000,SRI LANKA,2020-01-30
95,1855,14,1580342400000,THAILAND,2020-01-30
96,1926,4,1580342400000,UNITED ARAB EMIRATES,2020-01-30
97,2019,5,1580342400000,UNITED STATES OF AMERICA,2020-01-30
98,2068,2,1580342400000,VIET NAM,2020-01-30
99,76,9,1580428800000,AUSTRALIA,2020-01-31
100,268,1,1580428800000,CAMBODIA,2020-01-31
101,321,3,1580428800000,CANADA,2020-01-31
102,380,9720,1580428800000,CHINA,2020-01-31
103,553,1,1580428800000,FINLAND,2020-01-31
104,601,6,1580428800000,FRANCE,2020-01-31
105,667,6,1580428800000,GERMANY,2020-01-31
106,764,1,1580428800000,INDIA,2020-01-31
107,926,2,1580428800000,ITALY,2020-01-31
108,978,15,1580428800000,JAPAN,2020-01-31
109,1117,8,1580428800000,MALAYSIA,2020-01-31
110,1220,1,1580428800000,NEPAL,2020-01-31
111,1388,1,1580428800000,PHILIPPINES,2020-01-31
112,1472,11,1580428800000,REPUBLIC OF KOREA,2020-01-31
113,1534,2,1580428800000,RUSSIAN FEDERATION,2020-01-31
114,1640,16,1580428800000,SINGAPORE,2020-01-31
115,1747,1,1580428800000,SRI LANKA,2020-01-31
116,1789,1,1580428800000,SWEDEN,2020-01-31
117,1856,19,1580428800000,THAILAND,2020-01-31
118,1927,4,1580428800000,UNITED ARAB EMIRATES,2020-01-31
119,1969,2,1580428800000,UNITED KINGDOM,2020-01-31
120,2020,6,1580428800000,UNITED STATES OF AMERICA,2020-01-31
121,2069,5,1580428800000,VIET NAM,2020-01-31
122,77,12,1580515200000,AUSTRALIA,2020-02-01
123,269,1,1580515200000,CAMBODIA,2020-02-01
124,322,4,1580515200000,CANADA,2020-02-01
125,381,11821,1580515200000,CHINA,2020-02-01
126,554,1,1580515200000,FINLAND,2020-02-01
127,602,6,1580515200000,FRANCE,2020-02-01
128,668,7,1580515200000,GERMANY,2020-02-01
129,765,1,1580515200000,INDIA,2020-02-01
130,927,2,1580515200000,ITALY,2020-02-01
131,979,17,1580515200000,JAPAN,2020-02-01
132,1118,8,1580515200000,MALAYSIA,2020-02-01
133,1221,1,1580515200000,NEPAL,2020-02-01
134,1389,1,1580515200000,PHILIPPINES,2020-02-01
135,1473,12,1580515200000,REPUBLIC OF KOREA,2020-02-01
136,1535,2,1580515200000,RUSSIAN FEDERATION,2020-02-01
137,1641,18,1580515200000,SINGAPORE,2020-02-01
138,1703,1,1580515200000,SPAIN,2020-02-01
139,1748,1,1580515200000,SRI LANKA,2020-02-01
140,1790,1,1580515200000,SWEDEN,2020-02-01
141,1857,19,1580515200000,THAILAND,2020-02-01
142,1928,4,1580515200000,UNITED ARAB EMIRATES,2020-02-01
143,1970,2,1580515200000,UNITED KINGDOM,2020-02-01
144,2021,7,1580515200000,UNITED STATES OF AMERICA,2020-02-01
145,2070,6,1580515200000,VIET NAM,2020-02-01
146,78,12,1580601600000,AUSTRALIA,2020-02-02
147,270,1,1580601600000,CAMBODIA,2020-02-02
148,323,4,1580601600000,CANADA,2020-02-02
149,382,14411,1580601600000,CHINA,2020-02-02
150,555,1,1580601600000,FINLAND,2020-02-02
151,603,6,1580601600000,FRANCE,2020-02-02
152,669,10,1580601600000,GERMANY,2020-02-02
153,766,2,1580601600000,INDIA,2020-02-02
154,928,2,1580601600000,ITALY,2020-02-02
155,980,20,1580601600000,JAPAN,2020-02-02
156,1119,8,1580601600000,MALAYSIA,2020-02-02
157,1222,1,1580601600000,NEPAL,2020-02-02
158,1390,2,1580601600000,PHILIPPINES,2020-02-02
159,1474,15,1580601600000,REPUBLIC OF KOREA,2020-02-02
160,1536,2,1580601600000,RUSSIAN FEDERATION,2020-02-02
161,1642,18,1580601600000,SINGAPORE,2020-02-02
162,1704,1,1580601600000,SPAIN,2020-02-02
163,1749,1,1580601600000,SRI LANKA,2020-02-02
164,1791,1,1580601600000,SWEDEN,2020-02-02
165,1858,19,1580601600000,THAILAND,2020-02-02
166,1929,5,1580601600000,UNITED ARAB EMIRATES,2020-02-02
167,1971,2,1580601600000,UNITED KINGDOM,2020-02-02
168,2022,8,1580601600000,UNITED STATES OF AMERICA,2020-02-02
169,2071,7,1580601600000,VIET NAM,2020-02-02
170,79,12,1580688000000,AUSTRALIA,2020-02-03
171,271,1,1580688000000,CAMBODIA,2020-02-03
172,324,4,1580688000000,CANADA,2020-02-03
173,383,17238,1580688000000,CHINA,2020-02-03
174,556,1,1580688000000,FINLAND,2020-02-03
175,604,6,1580688000000,FRANCE,2020-02-03
176,670,10,1580688000000,GERMANY,2020-02-03
177,767,3,1580688000000,INDIA,2020-02-03
178,929,2,1580688000000,ITALY,2020-02-03
179,981,20,1580688000000,JAPAN,2020-02-03
180,1120,8,1580688000000,MALAYSIA,2020-02-03
181,1223,1,1580688000000,NEPAL,2020-02-03
182,1391,2,1580688000000,PHILIPPINES,2020-02-03
183,1475,15,1580688000000,REPUBLIC OF KOREA,2020-02-03
184,1537,2,1580688000000,RUSSIAN FEDERATION,2020-02-03
185,1643,18,1580688000000,SINGAPORE,2020-02-03
186,1705,1,1580688000000,SPAIN,2020-02-03
187,1750,1,1580688000000,SRI LANKA,2020-02-03
188,1792,1,1580688000000,SWEDEN,2020-02-03
189,1859,19,1580688000000,THAILAND,2020-02-03
190,1930,5,1580688000000,UNITED ARAB EMIRATES,2020-02-03
191,1972,2,1580688000000,UNITED KINGDOM,2020-02-03
192,2023,11,1580688000000,UNITED STATES OF AMERICA,2020-02-03
193,2072,8,1580688000000,VIET NAM,2020-02-03
194,80,13,1580774400000,AUSTRALIA,2020-02-04
195,185,1,1580774400000,BELGIUM,2020-02-04
196,272,1,1580774400000,CAMBODIA,2020-02-04
197,325,4,1580774400000,CANADA,2020-02-04
198,384,20471,1580774400000,CHINA,2020-02-04
199,557,1,1580774400000,FINLAND,2020-02-04
200,605,6,1580774400000,FRANCE,2020-02-04
201,671,12,1580774400000,GERMANY,2020-02-04
202,768,3,1580774400000,INDIA,2020-02-04
203,930,2,1580774400000,ITALY,2020-02-04
204,982,21,1580774400000,JAPAN,2020-02-04
205,1121,10,1580774400000,MALAYSIA,2020-02-04
206,1224,1,1580774400000,NEPAL,2020-02-04
207,1392,3,1580774400000,PHILIPPINES,2020-02-04
208,1476,16,1580774400000,REPUBLIC OF KOREA,2020-02-04
209,1538,2,1580774400000,RUSSIAN FEDERATION,2020-02-04
210,1644,24,1580774400000,SINGAPORE,2020-02-04
211,1706,1,1580774400000,SPAIN,2020-02-04
212,1751,1,1580774400000,SRI LANKA,2020-02-04
213,1793,1,1580774400000,SWEDEN,2020-02-04
214,1860,25,1580774400000,THAILAND,2020-02-04
215,1931,5,1580774400000,UNITED ARAB EMIRATES,2020-02-04
216,1973,2,1580774400000,UNITED KINGDOM,2020-02-04
217,2024,11,1580774400000,UNITED STATES OF AMERICA,2020-02-04
218,2073,10,1580774400000,VIET NAM,2020-02-04
219,81,14,1580860800000,AUSTRALIA,2020-02-05
220,186,1,1580860800000,BELGIUM,2020-02-05
221,273,1,1580860800000,CAMBODIA,2020-02-05
222,326,5,1580860800000,CANADA,2020-02-05
223,385,24363,1580860800000,CHINA,2020-02-05
224,558,1,1580860800000,FINLAND,2020-02-05
225,606,6,1580860800000,FRANCE,2020-02-05
226,672,12,1580860800000,GERMANY,2020-02-05
227,769,3,1580860800000,INDIA,2020-02-05
228,931,2,1580860800000,ITALY,2020-02-05
229,983,34,1580860800000,JAPAN,2020-02-05
230,1122,12,1580860800000,MALAYSIA,2020-02-05
231,1225,1,1580860800000,NEPAL,2020-02-05
232,1393,3,1580860800000,PHILIPPINES,2020-02-05
233,1477,18,1580860800000,REPUBLIC OF KOREA,2020-02-05
234,1539,2,1580860800000,RUSSIAN FEDERATION,2020-02-05
235,1645,28,1580860800000,SINGAPORE,2020-02-05
236,1707,1,1580860800000,SPAIN,2020-02-05
237,1752,1,1580860800000,SRI LANKA,2020-02-05
238,1794,1,1580860800000,SWEDEN,2020-02-05
239,1861,25,1580860800000,THAILAND,2020-02-05
240,1932,5,1580860800000,UNITED ARAB EMIRATES,2020-02-05
241,1974,2,1580860800000,UNITED KINGDOM,2020-02-05
242,2025,11,1580860800000,UNITED STATES OF AMERICA,2020-02-05
243,2074,10,1580860800000,VIET NAM,2020-02-05
244,82,15,1580947200000,AUSTRALIA,2020-02-06
245,187,1,1580947200000,BELGIUM,2020-02-06
246,274,1,1580947200000,CAMBODIA,2020-02-06
247,327,5,1580947200000,CANADA,2020-02-06
248,386,28060,1580947200000,CHINA,2020-02-06
249,559,1,1580947200000,FINLAND,2020-02-06
250,607,6,1580947200000,FRANCE,2020-02-06
251,673,13,1580947200000,GERMANY,2020-02-06
252,770,3,1580947200000,INDIA,2020-02-06
253,817,20,1580947200000,International conveyance (Diamond Princess),2020-02-06
254,932,2,1580947200000,ITALY,2020-02-06
255,984,25,1580947200000,JAPAN,2020-02-06
256,1123,14,1580947200000,MALAYSIA,2020-02-06
257,1226,1,1580947200000,NEPAL,2020-02-06
258,1394,3,1580947200000,PHILIPPINES,2020-02-06
259,1478,23,1580947200000,REPUBLIC OF KOREA,2020-02-06
260,1540,2,1580947200000,RUSSIAN FEDERATION,2020-02-06
261,1646,30,1580947200000,SINGAPORE,2020-02-06
262,1708,1,1580947200000,SPAIN,2020-02-06
263,1753,1,1580947200000,SRI LANKA,2020-02-06
264,1795,1,1580947200000,SWEDEN,2020-02-06
265,1862,25,1580947200000,THAILAND,2020-02-06
266,1933,5,1580947200000,UNITED ARAB EMIRATES,2020-02-06
267,1975,3,1580947200000,UNITED KINGDOM,2020-02-06
268,2026,12,1580947200000,UNITED STATES OF AMERICA,2020-02-06
269,2075,12,1580947200000,VIET NAM,2020-02-06
270,83,15,1581033600000,AUSTRALIA,2020-02-07
271,188,1,1581033600000,BELGIUM,2020-02-07
272,275,1,1581033600000,CAMBODIA,2020-02-07
273,328,7,1581033600000,CANADA,2020-02-07
274,387,31211,1581033600000,CHINA,2020-02-07
275,560,1,1581033600000,FINLAND,2020-02-07
276,608,6,1581033600000,FRANCE,2020-02-07
277,674,13,1581033600000,GERMANY,2020-02-07
278,771,3,1581033600000,INDIA,2020-02-07
279,818,61,1581033600000,International conveyance (Diamond Princess),2020-02-07
280,933,3,1581033600000,ITALY,2020-02-07
281,985,25,1581033600000,JAPAN,2020-02-07
282,1124,15,1581033600000,MALAYSIA,2020-02-07
283,1227,1,1581033600000,NEPAL,2020-02-07
284,1395,3,1581033600000,PHILIPPINES,2020-02-07
285,1479,24,1581033600000,REPUBLIC OF KOREA,2020-02-07
286,1541,2,1581033600000,RUSSIAN FEDERATION,2020-02-07
287,1647,33,1581033600000,SINGAPORE,2020-02-07
288,1709,1,1581033600000,SPAIN,2020-02-07
289,1754,1,1581033600000,SRI LANKA,2020-02-07
290,1796,1,1581033600000,SWEDEN,2020-02-07
291,1863,25,1581033600000,THAILAND,2020-02-07
292,1934,5,1581033600000,UNITED ARAB EMIRATES,2020-02-07
293,1976,3,1581033600000,UNITED KINGDOM,2020-02-07
294,2027,12,1581033600000,UNITED STATES OF AMERICA,2020-02-07
295,2076,12,1581033600000,VIET NAM,2020-02-07
296,84,15,1581120000000,AUSTRALIA,2020-02-08
297,189,1,1581120000000,BELGIUM,2020-02-08
298,276,1,1581120000000,CAMBODIA,2020-02-08
299,329,7,1581120000000,CANADA,2020-02-08
300,388,34598,1581120000000,CHINA,2020-02-08
301,561,1,1581120000000,FINLAND,2020-02-08
302,609,11,1581120000000,FRANCE,2020-02-08
303,675,14,1581120000000,GERMANY,2020-02-08
304,772,3,1581120000000,INDIA,2020-02-08
305,819,64,1581120000000,International conveyance (Diamond Princess),2020-02-08
306,934,3,1581120000000,ITALY,2020-02-08
307,986,25,1581120000000,JAPAN,2020-02-08
308,1125,16,1581120000000,MALAYSIA,2020-02-08
309,1228,1,1581120000000,NEPAL,2020-02-08
310,1396,3,1581120000000,PHILIPPINES,2020-02-08
311,1480,24,1581120000000,REPUBLIC OF KOREA,2020-02-08
312,1542,2,1581120000000,RUSSIAN FEDERATION,2020-02-08
313,1648,33,1581120000000,SINGAPORE,2020-02-08
314,1710,1,1581120000000,SPAIN,2020-02-08
315,1755,1,1581120000000,SRI LANKA,2020-02-08
316,1797,1,1581120000000,SWEDEN,2020-02-08
317,1864,32,1581120000000,THAILAND,2020-02-08
318,1935,7,1581120000000,UNITED ARAB EMIRATES,2020-02-08
319,1977,3,1581120000000,UNITED KINGDOM,2020-02-08
320,2028,12,1581120000000,UNITED STATES OF AMERICA,2020-02-08
321,2077,13,1581120000000,VIET NAM,2020-02-08
322,85,15,1581206400000,AUSTRALIA,2020-02-09
323,190,1,1581206400000,BELGIUM,2020-02-09
324,277,1,1581206400000,CAMBODIA,2020-02-09
325,330,7,1581206400000,CANADA,2020-02-09
326,389,37251,1581206400000,CHINA,2020-02-09
327,562,1,1581206400000,FINLAND,2020-02-09
328,610,11,1581206400000,FRANCE,2020-02-09
329,676,14,1581206400000,GERMANY,2020-02-09
330,773,3,1581206400000,INDIA,2020-02-09
331,820,64,1581206400000,International conveyance (Diamond Princess),2020-02-09
332,935,3,1581206400000,ITALY,2020-02-09
333,987,26,1581206400000,JAPAN,2020-02-09
334,1126,17,1581206400000,MALAYSIA,2020-02-09
335,1229,1,1581206400000,NEPAL,2020-02-09
336,1397,3,1581206400000,PHILIPPINES,2020-02-09
337,1481,27,1581206400000,REPUBLIC OF KOREA,2020-02-09
338,1543,2,1581206400000,RUSSIAN FEDERATION,2020-02-09
339,1649,43,1581206400000,SINGAPORE,2020-02-09
340,1711,2,1581206400000,SPAIN,2020-02-09
341,1756,1,1581206400000,SRI LANKA,2020-02-09
342,1798,1,1581206400000,SWEDEN,2020-02-09
343,1865,32,1581206400000,THAILAND,2020-02-09
344,1936,7,1581206400000,UNITED ARAB EMIRATES,2020-02-09
345,1978,4,1581206400000,UNITED KINGDOM,2020-02-09
346,2029,12,1581206400000,UNITED STATES OF AMERICA,2020-02-09
347,2078,14,1581206400000,VIET NAM,2020-02-09
348,86,15,1581292800000,AUSTRALIA,2020-02-10
349,191,1,1581292800000,BELGIUM,2020-02-10
350,278,1,1581292800000,CAMBODIA,2020-02-10
351,331,7,1581292800000,CANADA,2020-02-10
352,390,40235,1581292800000,CHINA,2020-02-10
353,563,1,1581292800000,FINLAND,2020-02-10
354,611,11,1581292800000,FRANCE,2020-02-10
355,677,14,1581292800000,GERMANY,2020-02-10
356,774,3,1581292800000,INDIA,2020-02-10
357,821,70,1581292800000,International conveyance (Diamond Princess),2020-02-10
358,936,3,1581292800000,ITALY,2020-02-10
359,988,26,1581292800000,JAPAN,2020-02-10
360,1127,18,1581292800000,MALAYSIA,2020-02-10
361,1230,1,1581292800000,NEPAL,2020-02-10
362,1398,3,1581292800000,PHILIPPINES,2020-02-10
363,1482,27,1581292800000,REPUBLIC OF KOREA,2020-02-10
364,1544,2,1581292800000,RUSSIAN FEDERATION,2020-02-10
365,1650,45,1581292800000,SINGAPORE,2020-02-10
366,1712,2,1581292800000,SPAIN,2020-02-10
367,1757,1,1581292800000,SRI LANKA,2020-02-10
368,1799,1,1581292800000,SWEDEN,2020-02-10
369,1866,32,1581292800000,THAILAND,2020-02-10
370,1937,7,1581292800000,UNITED ARAB EMIRATES,2020-02-10
371,1979,8,1581292800000,UNITED KINGDOM,2020-02-10
372,2030,12,1581292800000,UNITED STATES OF AMERICA,2020-02-10
373,2079,14,1581292800000,VIET NAM,2020-02-10
374,87,15,1581379200000,AUSTRALIA,2020-02-11
375,192,1,1581379200000,BELGIUM,2020-02-11
376,279,1,1581379200000,CAMBODIA,2020-02-11
377,332,7,1581379200000,CANADA,2020-02-11
378,391,42708,1581379200000,CHINA,2020-02-11
379,564,1,1581379200000,FINLAND,2020-02-11
380,612,11,1581379200000,FRANCE,2020-02-11
381,678,14,1581379200000,GERMANY,2020-02-11
382,775,3,1581379200000,INDIA,2020-02-11
383,822,135,1581379200000,International conveyance (Diamond Princess),2020-02-11
384,937,3,1581379200000,ITALY,2020-02-11
385,989,28,1581379200000,JAPAN,2020-02-11
386,1128,18,1581379200000,MALAYSIA,2020-02-11
387,1231,1,1581379200000,NEPAL,2020-02-11
388,1399,3,1581379200000,PHILIPPINES,2020-02-11
389,1483,28,1581379200000,REPUBLIC OF KOREA,2020-02-11
390,1545,2,1581379200000,RUSSIAN FEDERATION,2020-02-11
391,1651,47,1581379200000,SINGAPORE,2020-02-11
392,1713,2,1581379200000,SPAIN,2020-02-11
393,1758,1,1581379200000,SRI LANKA,2020-02-11
394,1800,1,1581379200000,SWEDEN,2020-02-11
395,1867,33,1581379200000,THAILAND,2020-02-11
396,1938,8,1581379200000,UNITED ARAB EMIRATES,2020-02-11
397,1980,8,1581379200000,UNITED KINGDOM,2020-02-11
398,2031,13,1581379200000,UNITED STATES OF AMERICA,2020-02-11
399,2080,15,1581379200000,VIET NAM,2020-02-11
400,88,15,1581465600000,AUSTRALIA,2020-02-12
401,193,1,1581465600000,BELGIUM,2020-02-12
402,280,1,1581465600000,CAMBODIA,2020-02-12
403,333,7,1581465600000,CANADA,2020-02-12
404,392,44730,1581465600000,CHINA,2020-02-12
405,565,1,1581465600000,FINLAND,2020-02-12
406,613,11,1581465600000,FRANCE,2020-02-12
407,679,16,1581465600000,GERMANY,2020-02-12
408,776,3,1581465600000,INDIA,2020-02-12
409,823,175,1581465600000,International conveyance (Diamond Princess),2020-02-12
410,938,3,1581465600000,ITALY,2020-02-12
411,990,28,1581465600000,JAPAN,2020-02-12
412,1129,18,1581465600000,MALAYSIA,2020-02-12
413,1232,1,1581465600000,NEPAL,2020-02-12
414,1400,3,1581465600000,PHILIPPINES,2020-02-12
415,1484,28,1581465600000,REPUBLIC OF KOREA,2020-02-12
416,1546,2,1581465600000,RUSSIAN FEDERATION,2020-02-12
417,1652,50,1581465600000,SINGAPORE,2020-02-12
418,1714,2,1581465600000,SPAIN,2020-02-12
419,1759,1,1581465600000,SRI LANKA,2020-02-12
420,1801,1,1581465600000,SWEDEN,2020-02-12
421,1868,33,1581465600000,THAILAND,2020-02-12
422,1939,8,1581465600000,UNITED ARAB EMIRATES,2020-02-12
423,1981,8,1581465600000,UNITED KINGDOM,2020-02-12
424,2032,13,1581465600000,UNITED STATES OF AMERICA,2020-02-12
425,2081,15,1581465600000,VIET NAM,2020-02-12
426,89,15,1581552000000,AUSTRALIA,2020-02-13
427,194,1,1581552000000,BELGIUM,2020-02-13
428,281,1,1581552000000,CAMBODIA,2020-02-13
429,334,7,1581552000000,CANADA,2020-02-13
430,393,59882,1581552000000,CHINA,2020-02-13
431,566,1,1581552000000,FINLAND,2020-02-13
432,614,11,1581552000000,FRANCE,2020-02-13
433,680,16,1581552000000,GERMANY,2020-02-13
434,777,3,1581552000000,INDIA,2020-02-13
435,824,219,1581552000000,International conveyance (Diamond Princess),2020-02-13
436,939,3,1581552000000,ITALY,2020-02-13
437,991,32,1581552000000,JAPAN,2020-02-13
438,1130,19,1581552000000,MALAYSIA,2020-02-13
439,1233,1,1581552000000,NEPAL,2020-02-13
440,1401,3,1581552000000,PHILIPPINES,2020-02-13
441,1485,28,1581552000000,REPUBLIC OF KOREA,2020-02-13
442,1547,2,1581552000000,RUSSIAN FEDERATION,2020-02-13
443,1653,58,1581552000000,SINGAPORE,2020-02-13
444,1715,2,1581552000000,SPAIN,2020-02-13
445,1760,1,1581552000000,SRI LANKA,2020-02-13
446,1802,1,1581552000000,SWEDEN,2020-02-13
447,1869,33,1581552000000,THAILAND,2020-02-13
448,1940,8,1581552000000,UNITED ARAB EMIRATES,2020-02-13
449,1982,9,1581552000000,UNITED KINGDOM,2020-02-13
450,2033,14,1581552000000,UNITED STATES OF AMERICA,2020-02-13
451,2082,16,1581552000000,VIET NAM,2020-02-13
452,90,15,1581638400000,AUSTRALIA,2020-02-14
453,195,1,1581638400000,BELGIUM,2020-02-14
454,282,1,1581638400000,CAMBODIA,2020-02-14
455,335,7,1581638400000,CANADA,2020-02-14
456,394,63932,1581638400000,CHINA,2020-02-14
457,567,1,1581638400000,FINLAND,2020-02-14
458,615,11,1581638400000,FRANCE,2020-02-14
459,681,16,1581638400000,GERMANY,2020-02-14
460,778,3,1581638400000,INDIA,2020-02-14
461,825,218,1581638400000,International conveyance (Diamond Princess),2020-02-14
462,940,3,1581638400000,ITALY,2020-02-14
463,992,41,1581638400000,JAPAN,2020-02-14
464,1131,19,1581638400000,MALAYSIA,2020-02-14
465,1234,1,1581638400000,NEPAL,2020-02-14
466,1402,3,1581638400000,PHILIPPINES,2020-02-14
467,1486,28,1581638400000,REPUBLIC OF KOREA,2020-02-14
468,1548,2,1581638400000,RUSSIAN FEDERATION,2020-02-14
469,1654,67,1581638400000,SINGAPORE,2020-02-14
470,1716,2,1581638400000,SPAIN,2020-02-14
471,1761,1,1581638400000,SRI LANKA,2020-02-14
472,1803,1,1581638400000,SWEDEN,2020-02-14
473,1870,33,1581638400000,THAILAND,2020-02-14
474,1941,8,1581638400000,UNITED ARAB EMIRATES,2020-02-14
475,1983,9,1581638400000,UNITED KINGDOM,2020-02-14
476,2034,15,1581638400000,UNITED STATES OF AMERICA,2020-02-14
477,2083,16,1581638400000,VIET NAM,2020-02-14
478,91,15,1581724800000,AUSTRALIA,2020-02-15
479,196,1,1581724800000,BELGIUM,2020-02-15
480,283,1,1581724800000,CAMBODIA,2020-02-15
481,336,7,1581724800000,CANADA,2020-02-15
482,395,66576,1581724800000,CHINA,2020-02-15
483,505,1,1581724800000,EGYPT,2020-02-15
484,568,1,1581724800000,FINLAND,2020-02-15
485,616,11,1581724800000,FRANCE,2020-02-15
486,682,16,1581724800000,GERMANY,2020-02-15
487,779,3,1581724800000,INDIA,2020-02-15
488,826,285,1581724800000,International conveyance (Diamond Princess),2020-02-15
489,941,3,1581724800000,ITALY,2020-02-15
490,993,52,1581724800000,JAPAN,2020-02-15
491,1132,22,1581724800000,MALAYSIA,2020-02-15
492,1235,1,1581724800000,NEPAL,2020-02-15
493,1403,3,1581724800000,PHILIPPINES,2020-02-15
494,1487,28,1581724800000,REPUBLIC OF KOREA,2020-02-15
495,1549,2,1581724800000,RUSSIAN FEDERATION,2020-02-15
496,1655,72,1581724800000,SINGAPORE,2020-02-15
497,1717,2,1581724800000,SPAIN,2020-02-15
498,1762,1,1581724800000,SRI LANKA,2020-02-15
499,1804,1,1581724800000,SWEDEN,2020-02-15
500,1871,34,1581724800000,THAILAND,2020-02-15
501,1942,8,1581724800000,UNITED ARAB EMIRATES,2020-02-15
